區域,季別,成交日,路段,編號,社區棟別,門牌,型態,交易標的,樓層,格局,坪數,總價萬,單價萬每坪,屋齡,完工年月,車位,備註
關埔重劃區,113S2,2020-04-16,介壽一路,RPSPMLRKJHJGFAO09DA,介壽一路２０號,新竹市新竹市介壽一路２０號五樓之２,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,五層/二十四層,3房2廳2衛,58.4,1712,31.6,-3.7,2023-12-19,坡道平面,預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-04-16,介壽一路,RPOOMLSLJHJGFAO78DA,介壽一路１８號,新竹市新竹市介壽一路１８號十八樓之３,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十八層/二十四層,2房2廳2衛,48.4,1559,35.5,-3.7,2023-12-19,坡道平面,預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-04-16,介壽一路,RPTNMLSKJHJGFAO09DA,介壽一路４３號,新竹市新竹市介壽一路４３號十樓之３,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十層/二十一層,3房2廳2衛,66.4,1893,31.7,-3.7,2023-12-20,坡道平面,預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-04-16,介壽一路,RPOPMLTKJHJGFAO88DA,介壽一路４５號,新竹市新竹市介壽一路４５號三樓之５,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,三層/二十一層,3房2廳2衛,50.4,1445,30.5,-3.7,2023-12-20,坡道平面,112.11.27配偶間預售屋權利轉售，權利買賣契約成交價格維持不變。預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-04-16,介壽一路,RPXPMLTKJHJGFAO17DA,介壽一路４５號,新竹市新竹市介壽一路４５號十一樓之５,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十一層/二十一層,3房2廳2衛,49.4,1465,31.5,-3.7,2023-12-20,坡道平面,111.06.20預售屋權利轉售，權利買賣契約成交價格新台幣:1465萬元預售屋、或土地及建物分件登記案件；
關埔重劃區,113S3,2020-04-16,介壽一路,RPPOMLLKOHJGFAO58DA,介壽一路４５號,新竹市新竹市介壽一路４５號十四樓之１,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十四層/二十一層,2房2廳2衛,50.6,1545,32.2,-3.7,2023-12-20,坡道平面,112.09.25預售屋權利轉售，權利買賣契約成交價格維持不變。預售屋、或土地及建物分件登記案件；
關埔重劃區,113S3,2020-04-16,介壽一路,SPPOMLLKOHJGFAO68DA,介壽一路４５號,新竹市新竹市介壽一路４５號十九樓之２,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十九層/二十一層,2房2廳2衛,63.2,1619,32.8,-3.7,2023-12-20,坡道平面,預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-04-17,介壽一路,RPTOMLOJKHJGFAO78DA,介壽一路１８號,新竹市新竹市介壽一路１８號十五樓之２,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十五層/二十四層,2房2廳2衛,44.0,1311,33.1,-3.7,2023-12-19,坡道平面,110年10月20日讓渡，金額1311萬元。預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-04-17,介壽一路,RPXONLPKLHJGFAO96DA,介壽一路２６號,新竹市新竹市介壽一路２６號十九樓之３,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十九層/二十六層,3房2廳3衛,53.2,1687,33.8,-3.9,2024-03-05,坡道平面,預售屋權利轉售，讓渡日期：110年01月09日，權利買賣契約成交價格新台幣1835萬元整。預售屋、或土地及建物分件登記案
關埔重劃區,113S2,2020-04-18,介壽一路,RPOPNLSKJHJGFAO88DA,介壽一路２０號,新竹市新竹市介壽一路２０號十六樓之２,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十六層/二十四層,3房2廳2衛,65.4,1965,34.6,-3.7,2023-12-19,坡道平面,預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-04-18,介壽一路,RPOUMLPKLHJGFAO56DA,介壽一路２６號,新竹市新竹市介壽一路２６號二十樓之１,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,二十層/二十六層,3房2廳2衛,51.3,1738,36.8,-3.9,2024-03-05,坡道平面,預售屋權利轉售，讓渡日期：110年02月07日，權利買賣契約成交價格新台幣1876萬元整。預售屋、或土地及建物分件登記案
關埔重劃區,113S2,2020-04-18,介壽一路,RPORNLPKLHJGFAO98DA,介壽一路２２號,新竹市新竹市介壽一路２２號十六樓之１,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十六層/二十六層,3房2廳2衛,52.4,1758,36.0,-3.9,2024-03-05,坡道平面,預售屋權利轉售，讓渡日期：110年02月21日，權利買賣契約成交價格新台幣1930萬元整。預售屋、或土地及建物分件登記案
關埔重劃區,113S2,2020-04-18,介壽一路,RPVRNLPKLHJGFAO07DA,介壽一路２２號,新竹市新竹市介壽一路２２號二十五樓之１,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,二十五層/二十六層,3房2廳2衛,52.4,1805,37.1,-3.9,2024-03-05,坡道平面,預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-04-19,介壽一路,RPTNMLRKJHJGFAO98DA,介壽一路２０號,新竹市新竹市介壽一路２０號三樓之２,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,三層/二十四層,3房2廳2衛,57.4,1696,31.5,-3.7,2023-12-19,坡道平面,預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-04-19,介壽一路,RPUOMLOJKHJGFAO88DA,介壽一路１８號,新竹市新竹市介壽一路１８號十六樓之２,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十六層/二十四層,2房2廳2衛,44.0,1320,33.4,-3.7,2023-12-19,坡道平面,預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-04-19,介壽一路,RPURMLPKLHJGFAO86DA,介壽一路２６號,新竹市新竹市介壽一路２６號十八樓之２,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十八層/二十六層,4房2廳3衛,70.8,2300,36.2,-3.9,2024-03-05,坡道平面,預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-04-19,介壽一路,RPQRNLPKLHJGFAO56DA,介壽一路２２號,新竹市新竹市介壽一路２２號十八樓之１,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十八層/二十六層,3房2廳2衛,60.9,1940,36.1,-3.9,2024-03-05,坡道平面,預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-04-20,介壽一路,RPTOMLSKJHJGFAO56DA,介壽一路４３號,新竹市新竹市介壽一路４３號二十樓之３,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,二十層/二十一層,3房2廳2衛,65.2,1950,32.7,-3.7,2023-12-20,坡道平面,111.05.10預售屋權利轉售，權利買賣契約成交價格新台幣:2950萬元預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-04-20,介壽一路,RPWOMLSKJHJGFAO86DA,介壽一路４３號,新竹市新竹市介壽一路４３號三樓之５,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,三層/二十一層,3房2廳2衛,58.3,1726,31.1,-3.7,2023-12-20,坡道平面,110.06.21預售屋權利轉售，權利買賣契約成交價格新台幣:2000萬元預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-04-20,介壽一路,RPPRMLSKJHJGFAO09DA,介壽一路４３號,新竹市新竹市介壽一路４３號六樓之１,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,六層/二十一層,2房2廳2衛,52.0,1512,30.5,-3.7,2023-12-20,坡道平面,112.12.05預售屋權利轉售，權利買賣契約成交價格維持不變。預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-04-20,介壽一路,RPPNNLSKJHJGFAO78DA,介壽一路４５號,新竹市新竹市介壽一路４５號五樓之１,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,五層/二十一層,2房2廳2衛,51.8,1510,30.7,-3.7,2023-12-20,坡道平面,110.04.23預售屋權利轉售，權利買賣契約成交價格新台幣:1658萬元預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-04-20,介壽一路,RPXNNLSKJHJGFAO96DA,介壽一路４５號,新竹市新竹市介壽一路４５號十三樓之１,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十三層/二十一層,2房2廳2衛,50.6,1529,32.1,-3.7,2023-12-20,坡道平面,預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-04-20,介壽一路,RPQWNLSKJHJGFAO17DA,介壽一路４５號,新竹市新竹市介壽一路４５號四樓之２,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,四層/二十一層,3房2廳2衛,51.3,1465,30.6,-3.7,2023-12-20,坡道平面,預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-04-20,介壽一路,RPSWNLSKJHJGFAO37DA,介壽一路４５號,新竹市新竹市介壽一路４５號六樓之２,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,六層/二十一層,2房2廳2衛,51.8,1511,31.0,-3.7,2023-12-20,坡道平面,110.05.31預售屋權利轉售，權利買賣契約成交價格新台幣:1760萬元預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-04-20,介壽一路,RPWPMLTKJHJGFAO07DA,介壽一路４５號,新竹市新竹市介壽一路４５號十樓之５,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十層/二十一層,3房2廳2衛,52.2,1466,31.6,-3.7,2023-12-20,坡道平面,110.06.28預售屋權利轉售，權利買賣契約成交價格新台幣:1868萬元預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-04-20,介壽一路,RPPQMLTKJHJGFAO09DA,介壽一路４５號,新竹市新竹市介壽一路４５號十三樓之５,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十三層/二十一層,3房2廳2衛,49.4,1489,32.0,-3.7,2023-12-20,坡道平面,110.06.15預售屋權利轉售，權利買賣契約成交價格新台幣:1830萬元預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-04-20,介壽一路,RPRQMLKLJHJGFAO48DA,介壽一路４５號,新竹市新竹市介壽一路４５號十三樓之７,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十三層/二十一層,2房2廳1衛,35.4,1031,31.9,-3.7,2023-12-20,坡道平面,111.06.20預售屋權利轉售，權利買賣契約成交價格新台幣:1650萬元預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-04-20,介壽一路,RPSNMLKKLHJGFAO38DA,介壽一路４３號,新竹市新竹市介壽一路４３號十六樓之５,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十六層/二十一層,3房2廳2衛,66.3,1944,32.2,-3.7,2023-12-20,坡道平面,110.05.24預售屋權利轉售，契約買賣成交價格新台幣:2380萬元預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-04-20,介壽一路,RPXNMLKKLHJGFAO88DA,介壽一路４３號,新竹市新竹市介壽一路４３號十八樓之３,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十八層/二十一層,3房2廳2衛,66.6,1940,32.5,-3.7,2023-12-20,坡道平面,111.05.25預售屋權利轉售，權利買賣契約成交價格新台幣:2910萬元預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-04-20,介壽一路,SPXNMLKKLHJGFAO98DA,介壽一路４５號,新竹市新竹市介壽一路４５號十三樓之２,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十三層/二十一層,2房2廳2衛,51.1,1545,32.0,-3.7,2023-12-20,坡道平面,110.04.21預售屋權利轉售，權利買賣契約成交價格新台幣:1725萬元預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-04-20,介壽一路,RPSNMLPJKHJGFAO68DA,介壽一路１８號,新竹市新竹市介壽一路１８號二樓之１,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,二層/二十四層,2房2廳2衛,43.3,1320,33.5,-3.7,2023-12-19,坡道平面,預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-04-20,介壽一路,RPUNMLQJKHJGFAO98DA,介壽一路１８號,新竹市新竹市介壽一路１８號二十二樓之１,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,二十二層/二十四層,2房2廳2衛,44.0,1377,34.5,-3.7,2023-12-19,坡道平面,112年12月25日讓渡，金額1377萬元。預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-04-20,介壽一路,RPRNMLTLLHJGFAO66DA,介壽一路４５號,新竹市新竹市介壽一路４５號十九樓之１,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十九層/二十一層,2房2廳2衛,51.1,1565,32.7,-3.7,2023-12-20,坡道平面,110.06.07預售屋權利轉售，權利買賣契約成交價格新台幣:1970萬元預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-04-20,介壽一路,RPTPMLSKJHJGFAO66DA,介壽一路４３號,新竹市新竹市介壽一路４３號十樓之５,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十層/二十一層,3房2廳2衛,65.1,1887,31.4,-3.7,2023-12-20,坡道平面,110.04.22預售屋權利轉售，權利買賣契約成交價格新台幣:2030萬元預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-04-20,介壽一路,RPWWMLSKJHJGFAO67DA,介壽一路４５號,新竹市新竹市介壽一路４５號三樓之１,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,三層/二十一層,2房2廳2衛,52.7,1476,30.9,-3.7,2023-12-20,坡道平面,111.07.12母子間預售屋權利轉售，權利買賣契約成交價格新台幣:1476萬元預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-04-20,介壽一路,RPSNNLSKJHJGFAO09DA,介壽一路４５號,新竹市新竹市介壽一路４５號八樓之１,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,八層/二十一層,2房2廳2衛,50.6,1499,31.5,-3.7,2023-12-20,坡道平面,112.09.25父子間預售屋權利轉售，權利買賣契約成交價格新台幣:1499萬元預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-04-21,介壽一路,RPPTMLSKJHJGFAO66DA,介壽一路４３號,新竹市新竹市介壽一路４３號六樓之２,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,六層/二十一層,2房2廳2衛,49.0,1426,30.9,-3.7,2023-12-20,坡道平面,預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-04-21,介壽一路,RPPPMLTKJHJGFAO98DA,介壽一路４５號,新竹市新竹市介壽一路４５號二樓之５,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,二層/二十一層,3房2廳2衛,50.5,1405,29.6,-3.7,2023-12-20,坡道平面,預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-04-21,介壽一路,RPSUMLPJKHJGFAO76DA,介壽一路１８號,新竹市新竹市介壽一路１８號十五樓之１,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十五層/二十四層,2房2廳2衛,44.0,1320,33.4,-3.7,2023-12-19,坡道平面,預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-04-21,介壽一路,RPTOMLRKJHJGFAO09DA,介壽一路２０號,新竹市新竹市介壽一路２０號四樓之１,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,四層/二十四層,3房2廳2衛,55.1,1649,32.1,-3.7,2023-12-19,坡道平面,預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-04-21,介壽一路,RPUVMLSKLHJGFAO57DA,介壽一路２２號,新竹市新竹市介壽一路２２號十九樓之５,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十九層/二十六層,3房2廳2衛,48.5,1516,33.8,-3.9,2024-03-05,坡道平面,預售屋權利轉售，讓渡日期：110年03月13日，權利買賣契約成交價格新台幣1650萬元整。預售屋、或土地及建物分件登記案
關埔重劃區,113S2,2020-04-21,介壽一路,RPVVMLSKLHJGFAO67DA,介壽一路２２號,新竹市新竹市介壽一路２２號二十樓之５,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,二十層/二十六層,3房2廳2衛,48.5,1516,33.8,-3.9,2024-03-05,坡道平面,預售屋權利轉售，讓渡日期：110年02月04日，權利買賣契約成交價格新台幣1638萬元整。預售屋、或土地及建物分件登記案
關埔重劃區,113S2,2020-04-21,介壽一路,RPWVMLSKLHJGFAO77DA,介壽一路２２號,新竹市新竹市介壽一路２２號二十一樓之５,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,二十一層/二十六層,3房2廳2衛,48.5,1520,33.9,-3.9,2024-03-05,坡道平面,預售屋權利轉售，讓渡日期：113年03月08日，權利買賣契約成交價格新台幣1658萬元整。預售屋、或土地及建物分件登記案
關埔重劃區,113S3,2020-04-21,介壽一路,RPPNMLLKOHJGFAO48DA,介壽一路４５號,新竹市新竹市介壽一路４５號六樓之３,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,六層/二十一層,2房2廳1衛,37.3,1050,30.5,-3.7,2023-12-20,坡道平面,預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-04-22,介壽一路,RPVNNLSKJHJGFAO76DA,介壽一路４５號,新竹市新竹市介壽一路４５號十一樓之１,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十一層/二十一層,2房2廳2衛,57.5,1577,31.8,-3.7,2023-12-20,坡道平面,112.08.18預售屋權利轉售，權利買賣契約成交價格新台幣:1577萬元預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-04-23,介壽一路,RPRWNLSKJHJGFAO27DA,介壽一路４５號,新竹市新竹市介壽一路４５號五樓之２,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,五層/二十一層,2房2廳2衛,50.6,1480,30.7,-3.7,2023-12-20,坡道平面,預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-04-23,介壽一路,RPSQMLQKJHJGFAO09DA,介壽一路２０號,新竹市新竹市介壽一路２０號二樓之２,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,二層/二十四層,3房2廳2衛,56.8,1763,33.5,-3.7,2023-12-19,坡道平面,112年12月18日預售屋權利讓渡，讓渡金額新台幣1763萬元整。預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-04-23,介壽一路,RPWVMLPKLHJGFAO47DA,介壽一路２６號,新竹市新竹市介壽一路２６號十四樓之５,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十四層/二十六層,3房2廳2衛,46.9,1444,33.4,-3.9,2024-03-05,坡道平面,預售屋權利轉售，讓渡日期：113年01月08日，權利買賣契約成交價格新台幣1444萬元整。預售屋、或土地及建物分件登記案
關埔重劃區,113S3,2020-04-23,介壽一路,RPVNMLPKPHJGFAO96DA,介壽一路２６號,新竹市新竹市介壽一路２６號十六樓之２,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十六層/二十六層,4房2廳3衛,70.8,2301,36.2,-3.9,2024-03-05,坡道平面,預售屋權利轉售，讓渡日期：113年07月12日，權利買賣契約成交價格新台幣2360萬元整。預售屋、或土地及建物分件登記案
關埔重劃區,113S2,2020-04-24,介壽一路,RPRQMLTKJHJGFAO66DA,介壽一路４５號,新竹市新竹市介壽一路４５號十五樓之５,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十五層/二十一層,3房2廳2衛,50.1,1506,32.3,-3.7,2023-12-20,坡道平面,預售屋、或土地及建物分件登記案件；
關埔重劃區,113S3,2020-04-24,介壽一路,RPUNNLPKLHJGFAO56DA,介壽一路２６號,新竹市新竹市介壽一路２６號八樓之３,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,八層/二十六層,3房2廳3衛,61.6,1860,33.1,-3.9,2024-03-05,坡道平面,預售屋權利轉售，讓渡日期：112年08月21日，權利買賣契約成交價格新台幣1860萬元整。預售屋、或土地及建物分件登記案
關埔重劃區,113S2,2020-04-25,介壽一路,RPPNMLRKJHJGFAO58DA,介壽一路２０號,新竹市新竹市介壽一路２０號三樓之５,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,三層/二十四層,3房2廳2衛,56.8,1767,33.4,-3.7,2023-12-19,坡道平面,預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-04-25,介壽一路,RPUTNLSKJHJGFAO27DA,介壽一路２０號,新竹市新竹市介壽一路２０號十八樓之５,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十八層/二十四層,3房2廳2衛,65.5,2040,36.1,-3.7,2023-12-19,坡道平面,預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-04-25,介壽一路,RPSSMLSKLHJGFAO07DA,介壽一路２２號,新竹市新竹市介壽一路２２號二十樓之３,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,二十層/二十六層,3房2廳2衛,46.9,1447,33.5,-3.9,2024-03-05,坡道平面,預售屋權利轉售，讓渡日期：110年01月06日，權利買賣契約成交價格新台幣1560萬元整。預售屋、或土地及建物分件登記案
關埔重劃區,113S2,2020-04-25,介壽一路,RPPWMLSKLHJGFAO17DA,介壽一路２２號,新竹市新竹市介壽一路２２號二十五樓之５,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,二十五層/二十六層,3房2廳2衛,48.4,1530,34.2,-3.9,2024-03-05,坡道平面,預售屋、或土地及建物分件登記案件；
關埔重劃區,113S3,2020-04-25,介壽一路,RPTVMLSKLHJGFAO47DA,介壽一路２２號,新竹市新竹市介壽一路２２號十八樓之５,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十八層/二十六層,3房2廳2衛,48.5,1498,33.4,-3.9,2024-03-05,坡道平面,預售屋權利轉售，讓渡日期：112年08月28日，權利買賣契約成交價格新台幣1603萬元整。預售屋、或土地及建物分件登記案
關埔重劃區,113S3,2020-04-25,介壽一路,RPQWMLSKLHJGFAO27DA,介壽一路２２號,新竹市新竹市介壽一路２２號二十六樓之５,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,二十六層/二十六層,3房2廳2衛,48.4,1545,34.2,-3.9,2024-03-05,坡道平面,預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-04-26,介壽一路,RPOPMLOJKHJGFAO38DA,介壽一路１８號,新竹市新竹市介壽一路１８號二十樓之２,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,二十層/二十四層,2房2廳2衛,44.0,1349,34.2,-3.7,2023-12-19,坡道平面,預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-04-27,介壽一路,RPRTMLTKJHJGFAO96DA,介壽一路４５號,新竹市新竹市介壽一路４５號十八樓之５,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十八層/二十一層,3房2廳2衛,55.1,1578,32.7,-3.7,2023-12-20,坡道平面,預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-04-28,介壽一路,RPPQMLKLJHJGFAO28DA,介壽一路４５號,新竹市新竹市介壽一路４５號十一樓之７,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十一層/二十一層,2房2廳1衛,35.4,1043,31.8,-3.7,2023-12-20,坡道平面,預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-04-28,介壽一路,RPUTMLPJKHJGFAO86DA,介壽一路１８號,新竹市新竹市介壽一路１８號十三樓之１,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十三層/二十四層,2房2廳2衛,44.0,1340,33.4,-3.7,2023-12-19,坡道平面,預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-04-28,介壽一路,RPVNMLSKJHJGFAO66DA,介壽一路４３號,新竹市新竹市介壽一路４３號十二樓之３,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十二層/二十一層,3房2廳2衛,57.7,1770,31.8,-3.7,2023-12-20,坡道平面,預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-04-29,介壽一路,RPQRMLSKJHJGFAO56DA,介壽一路４３號,新竹市新竹市介壽一路４３號七樓之１,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,七層/二十一層,2房2廳2衛,52.6,1519,30.7,-3.7,2023-12-20,坡道平面,112.01.03預售屋權利轉售，權利買賣契約成交價格維持不變。預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-04-29,介壽一路,RPTWMLPKLHJGFAO27DA,介壽一路２６號,新竹市新竹市介壽一路２６號二十二樓之５,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,二十二層/二十六層,3房2廳2衛,46.9,1500,34.5,-3.9,2024-03-05,坡道平面,預售屋權利轉售，讓渡日期：112年04月20日，權利買賣契約成交價格新台幣1500萬元整。預售屋、或土地及建物分件登記案
關埔重劃區,113S2,2020-04-30,介壽一路,RPXOMLSKJHJGFAO96DA,介壽一路４３號,新竹市新竹市介壽一路４３號四樓之５,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,四層/二十一層,3房2廳2衛,66.3,1869,30.7,-3.7,2023-12-20,坡道平面,預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-04-30,介壽一路,RPTSMLTKJHJGFAO07DA,介壽一路２０號,新竹市新竹市介壽一路２０號四樓之３,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,四層/二十四層,3房2廳2衛,67.6,1982,33.9,-3.7,2023-12-19,坡道平面,預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-05-01,介壽一路,RPVSMLSKLHJGFAO37DA,介壽一路２２號,新竹市新竹市介壽一路２２號二十三樓之３,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,二十三層/二十六層,3房2廳2衛,46.9,1449,33.1,-3.8,2024-03-05,坡道平面,預售屋權利轉售，讓渡日期：112年12月15日，權利買賣契約成交價格新台幣1449萬元整。預售屋、或土地及建物分件登記案
關埔重劃區,113S2,2020-05-01,介壽一路,RPUOMLNJMHJGFAO98DA,介壽一路２２號,新竹市新竹市介壽一路２２號十五樓之２,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十五層/二十六層,3房2廳2衛,59.8,1960,36.9,-3.8,2024-03-05,坡道平面,預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-05-01,介壽一路,RPXVMLSKLHJGFAO87DA,介壽一路２２號,新竹市新竹市介壽一路２２號二十三樓之５,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,二十三層/二十六層,3房2廳2衛,48.5,1503,33.1,-3.8,2024-03-05,坡道平面,預售屋權利轉售，讓渡日期：112年12月15日，權利買賣契約成交價格新台幣1685萬元整。預售屋、或土地及建物分件登記案
關埔重劃區,113S2,2020-05-02,介壽一路,RPRUMLPJKHJGFAO66DA,介壽一路１８號,新竹市新竹市介壽一路１８號十四樓之１,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十四層/二十四層,2房2廳2衛,44.0,1340,33.4,-3.6,2023-12-19,坡道平面,110年06月18日轉讓，金額1456萬元。預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-05-02,介壽一路,RPTVMLPKLHJGFAO17DA,介壽一路２６號,新竹市新竹市介壽一路２６號十樓之５,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十層/二十六層,3房2廳2衛,46.9,1450,32.8,-3.8,2024-03-05,坡道平面,預售屋、或土地及建物分件登記案件；
關埔重劃區,113S3,2020-05-03,介壽一路,RPPWMLPKLHJGFAO86DA,介壽一路２６號,新竹市新竹市介壽一路２６號十七樓之５,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十七層/二十六層,3房2廳2衛,46.9,1450,33.5,-3.8,2024-03-05,坡道平面,預售屋權利轉售，讓渡日期：113年02月20日，權利買賣契約成交價格新台幣1450萬元整。預售屋、或土地及建物分件登記案
