區域,季別,成交日,路段,編號,社區棟別,門牌,型態,交易標的,樓層,格局,坪數,總價萬,單價萬每坪,屋齡,完工年月,車位,備註
關埔重劃區,113S2,2020-05-04,介壽一路,RPSTMLSKJHJGFAO96DA,介壽一路４３號,新竹市新竹市介壽一路４３號九樓之２,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,九層/二十一層,2房2廳2衛,49.0,1449,31.5,-3.6,2023-12-20,坡道平面,預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-05-04,介壽一路,RPUTMLSKJHJGFAO17DA,介壽一路４３號,新竹市新竹市介壽一路４３號十一樓之２,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十一層/二十一層,2房2廳2衛,49.0,1466,31.8,-3.6,2023-12-20,坡道平面,預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-05-04,介壽一路,RPSOMLOJKHJGFAO68DA,介壽一路１８號,新竹市新竹市介壽一路１８號十四樓之２,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十四層/二十四層,2房2廳2衛,44.0,1337,33.3,-3.6,2023-12-19,坡道平面,預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-05-04,介壽一路,RPSPNLPKLHJGFAO56DA,介壽一路２６號,新竹市新竹市介壽一路２６號二十四樓之３,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,二十四層/二十六層,3房2廳3衛,61.7,1870,33.9,-3.8,2024-03-05,坡道平面,預售屋權利轉售，讓渡日期：112年04月15日，權利買賣契約成交價格新台幣2820萬元整。預售屋、或土地及建物分件登記案
關埔重劃區,113S2,2020-05-04,介壽一路,RPQPNLPKLHJGFAO98DA,介壽一路２６號,新竹市新竹市介壽一路２６號二十二樓之３,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,二十二層/二十六層,3房2廳3衛,61.7,1860,33.7,-3.8,2024-03-05,坡道平面,預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-05-05,介壽一路,RPVOMLOJKHJGFAO98DA,介壽一路１８號,新竹市新竹市介壽一路１８號十七樓之２,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十七層/二十四層,2房2廳2衛,44.0,1343,33.7,-3.6,2023-12-19,坡道平面,預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-05-06,介壽一路,RPWUMLPKLHJGFAO37DA,介壽一路２６號,新竹市新竹市介壽一路２６號三樓之５,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,三層/二十六層,3房2廳2衛,46.9,1430,33.0,-3.8,2024-03-05,坡道平面,預售屋權利轉售，讓渡日期：110年05月12日，權利買賣契約成交價格新台幣1708萬元整。預售屋、或土地及建物分件登記案
關埔重劃區,113S2,2020-05-06,介壽一路,RPSWMLPKLHJGFAO17DA,介壽一路２６號,新竹市新竹市介壽一路２６號二十一樓之５,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,二十一層/二十六層,3房2廳2衛,46.9,1476,34.2,-3.8,2024-03-05,坡道平面,預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-05-06,介壽一路,RPPPNLPKLHJGFAO88DA,介壽一路２６號,新竹市新竹市介壽一路２６號二十一樓之３,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,二十一層/二十六層,3房2廳3衛,53.2,1692,33.9,-3.8,2024-03-05,坡道平面,預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-05-07,介壽一路,RPOSMLSKJHJGFAO09DA,介壽一路４３號,新竹市新竹市介壽一路４３號十五樓之１,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十五層/二十一層,2房2廳2衛,52.0,1588,31.8,-3.6,2023-12-20,坡道平面,預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-05-07,介壽一路,RPSONLPKLHJGFAO09DA,介壽一路２６號,新竹市新竹市介壽一路２６號十三樓之３,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十三層/二十六層,3房2廳3衛,53.2,1674,33.5,-3.8,2024-03-05,坡道平面,預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-05-07,介壽一路,RPWNMLSKLHJGFAO96DA,介壽一路２６號,新竹市新竹市介壽一路２６號七樓之３,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,七層/二十六層,3房2廳3衛,61.6,1836,33.2,-3.8,2024-03-05,坡道平面,預售屋權利轉售，讓渡日期：113年01月16日，權利買賣契約成交價格新台幣1836萬元整。預售屋、或土地及建物分件登記案
關埔重劃區,113S3,2020-05-07,介壽一路,RPOVMLSKLHJGFAO96DA,介壽一路２２號,新竹市新竹市介壽一路２２號十三樓之５,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十三層/二十六層,3房2廳2衛,48.5,1515,33.4,-3.8,2024-03-05,坡道平面,預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-05-08,介壽一路,RPWUMLSKJHJGFAO47DA,介壽一路４５號,新竹市新竹市介壽一路４５號二樓之１,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,二層/二十一層,2房2廳2衛,50.6,1560,32.2,-3.6,2023-12-20,坡道平面,預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-05-08,介壽一路,RPSPMLNLJHJGFAO78DA,介壽一路２０號,新竹市新竹市介壽一路２０號七樓之５,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,七層/二十四層,3房2廳2衛,56.8,1744,32.9,-3.6,2023-12-19,坡道平面,110年1月10日預售屋權利轉讓，轉讓金額新台幣1940萬元整。預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-05-08,介壽一路,RPVONLPKLHJGFAO76DA,介壽一路２６號,新竹市新竹市介壽一路２６號十六樓之３,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十六層/二十六層,3房2廳3衛,53.2,1676,33.9,-3.8,2024-03-05,坡道平面,預售屋權利轉售，讓渡日期：110年05月15日，權利買賣契約成交價格新台幣1938萬元整。預售屋、或土地及建物分件登記案
關埔重劃區,113S2,2020-05-08,介壽一路,RPWOMLNJMHJGFAO56DA,介壽一路２２號,新竹市新竹市介壽一路２２號十三樓之３,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十三層/二十六層,3房2廳2衛,46.9,1455,33.7,-3.8,2024-03-05,坡道平面,預售屋權利轉售，讓渡日期：111年04月27日，權利買賣契約成交價格新台幣1585萬元整。預售屋、或土地及建物分件登記案
關埔重劃區,113S2,2020-05-09,介壽一路,RPRPMLPJKHJGFAO78DA,介壽一路１８號,新竹市新竹市介壽一路１８號二十二樓之２,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,二十二層/二十四層,2房2廳2衛,44.0,1369,34.5,-3.6,2023-12-19,坡道平面,預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-05-09,介壽一路,RPWNMLQJKHJGFAO56DA,介壽一路１８號,新竹市新竹市介壽一路１８號二十四樓之１,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,二十四層/二十四層,2房2廳2衛,44.0,1397,35.0,-3.6,2023-12-19,坡道平面,110年01月30日轉讓，金額1520萬元。預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-05-09,介壽一路,RPXQNLPKLHJGFAO17DA,介壽一路２２號,新竹市新竹市介壽一路２２號十五樓之１,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十五層/二十六層,3房2廳2衛,52.4,1785,36.6,-3.8,2024-03-05,坡道平面,預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-05-10,介壽一路,RPXNMLQJKHJGFAO66DA,介壽一路１８號,新竹市新竹市介壽一路１８號二十三樓之２,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,二十三層/二十四層,2房2廳2衛,44.0,1383,34.6,-3.6,2023-12-19,坡道平面,113年01月30日讓渡，金額1383萬元。預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-05-10,介壽一路,RPQNMLPJKHJGFAO48DA,介壽一路１８號,新竹市新竹市介壽一路１８號二十四樓之２,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,二十四層/二十四層,2房2廳2衛,44.0,1358,34.4,-3.6,2023-12-19,坡道平面,110年09月03日轉讓，金額1565萬元。預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-05-11,介壽一路,RPUQMLSKJHJGFAO86DA,介壽一路４３號,新竹市新竹市介壽一路４３號二十一樓之５,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,二十一層/二十一層,3房2廳2衛,71.3,2004,32.4,-3.6,2023-12-20,坡道平面,預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-05-11,介壽一路,RPONNLSKJHJGFAO68DA,介壽一路４５號,新竹市新竹市介壽一路４５號四樓之１,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,四層/二十一層,2房2廳2衛,50.6,1462,30.5,-3.6,2023-12-20,坡道平面,110.06.15預售屋權利轉售，權利買賣契約成交價格新台幣:1717萬元預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-05-13,介壽一路,RPXSMLSKJHJGFAO37DA,介壽一路４３號,新竹市新竹市介壽一路４３號四樓之２,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,四層/二十一層,2房2廳2衛,49.0,1397,30.2,-3.6,2023-12-20,坡道平面,預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-05-13,介壽一路,RPQWMLPKLHJGFAO96DA,介壽一路２６號,新竹市新竹市介壽一路２６號十八樓之５,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十八層/二十六層,3房2廳2衛,46.9,1450,33.5,-3.8,2024-03-05,坡道平面,預售屋權利轉售，讓渡日期：110年05月19日，權利買賣契約成交價格新台幣1640萬元整。預售屋、或土地及建物分件登記案
關埔重劃區,113S2,2020-05-14,介壽一路,RPVRMLSKLHJGFAO27DA,介壽一路２２號,新竹市新竹市介壽一路２２號十一樓之３,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十一層/二十六層,3房2廳2衛,46.9,1480,33.5,-3.8,2024-03-05,坡道平面,預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-05-14,介壽一路,RPSNMLLKNHJGFAO68DA,介壽一路４３號,新竹市新竹市介壽一路４３號十樓之２,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十層/二十一層,2房2廳2衛,56.5,1627,31.5,-3.6,2023-12-20,坡道平面,預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-05-15,介壽一路,RPXOMLOJKHJGFAO56DA,介壽一路１８號,新竹市新竹市介壽一路１８號十九樓之２,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十九層/二十四層,2房2廳2衛,44.0,1352,34.0,-3.6,2023-12-19,坡道平面,112年12月07日讓渡，金額1352萬元。預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-05-15,介壽一路,RPXNOLSKJHJGFAO07DA,介壽一路４５號,新竹市新竹市介壽一路４５號二十一樓之２,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,二十一層/二十一層,2房2廳2衛,53.5,1624,33.4,-3.6,2023-12-20,坡道平面,112.12.04配偶間預售屋權利轉售，權利買賣契約成交價格維持不變。預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-05-16,介壽一路,RPRRMLPKLHJGFAO56DA,介壽一路２６號,新竹市新竹市介壽一路２６號十四樓之２,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十四層/二十六層,4房2廳3衛,70.8,2355,36.6,-3.8,2024-03-05,坡道平面,預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-05-16,介壽一路,RPUVMLPKLHJGFAO27DA,介壽一路２６號,新竹市新竹市介壽一路２６號十一樓之５,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十一層/二十六層,3房2廳2衛,46.9,1452,33.6,-3.8,2024-03-05,坡道平面,預售屋權利轉售，讓渡日期：110年03月21日，權利買賣契約成交價格新台幣1650萬元整。預售屋、或土地及建物分件登記案
關埔重劃區,113S2,2020-05-17,介壽一路,RPVQMLPKLHJGFAO86DA,介壽一路２６號,新竹市新竹市介壽一路２６號七樓之２,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,七層/二十六層,4房2廳3衛,70.8,2308,36.3,-3.8,2024-03-05,坡道平面,預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-05-18,介壽一路,RPOUMLSKJHJGFAO66DA,介壽一路４３號,新竹市新竹市介壽一路４３號十五樓之２,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十五層/二十一層,2房2廳2衛,55.1,1542,32.2,-3.6,2023-12-20,坡道平面,預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-05-18,介壽一路,RPPUMLSKJHJGFAO76DA,介壽一路４３號,新竹市新竹市介壽一路４３號十六樓之２,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十六層/二十一層,2房2廳2衛,49.0,1497,32.6,-3.6,2023-12-20,坡道平面,預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-05-18,介壽一路,RPSNMLTKJHJGFAO09DA,介壽一路４５號,新竹市新竹市介壽一路４５號五樓之３,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,五層/二十一層,2房2廳1衛,37.3,1064,30.5,-3.6,2023-12-20,坡道平面,預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-05-18,介壽一路,RPRNMLTKJHJGFAO98DA,介壽一路４５號,新竹市新竹市介壽一路４５號四樓之３,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,四層/二十一層,2房2廳1衛,37.3,1019,29.5,-3.6,2023-12-20,坡道平面,111.06.06預售屋權利轉售，權利買賣契約成交價格新台幣:1019萬元預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-05-18,介壽一路,RPUPMLKLJHJGFAO68DA,介壽一路４５號,新竹市新竹市介壽一路４５號六樓之７,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,六層/二十一層,2房2廳1衛,35.4,1012,31.1,-3.6,2023-12-20,坡道平面,111.03.31預售屋權利轉售，權利買賣契約成交價格新台幣:1560萬元預售屋、或土地及建物分件登記案件；
關埔重劃區,113S3,2020-05-18,介壽一路,RPUOMLLKOHJGFAO09DA,介壽一路４３號,新竹市新竹市介壽一路４３號十二樓之２,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十二層/二十一層,2房2廳2衛,49.0,1482,32.0,-3.6,2023-12-20,坡道平面,112.11.24配偶間預售屋權利轉售，權利買賣契約成交價格維持不變。預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-05-19,介壽一路,RPRQMLRKJHJGFAO09DA,介壽一路２０號,新竹市新竹市介壽一路２０號七樓之３,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,七層/二十四層,3房2廳2衛,58.9,1837,33.4,-3.6,2023-12-19,坡道平面,110年2月6日預售屋權利轉讓，轉讓金額新台幣2035萬元整。預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-05-19,介壽一路,RPWNMLTKLHJGFAO07DA,介壽一路２６號,新竹市新竹市介壽一路２６號十九樓之５,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,十九層/二十六層,3房2廳2衛,46.9,1488,34.1,-3.8,2024-03-05,坡道平面,預售屋權利轉售，讓渡日期：110年11月13日，權利買賣契約成交價格新台幣2430萬元整。預售屋、或土地及建物分件登記案
關埔重劃區,113S2,2020-05-20,介壽一路,RPTUMLSKLHJGFAO37DA,介壽一路２２號,新竹市新竹市介壽一路２２號八樓之５,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,八層/二十六層,3房2廳2衛,48.5,1477,32.8,-3.8,2024-03-05,坡道平面,預售屋權利轉售，讓渡日期：109年09月12日，權利買賣契約成交價格新台幣1535萬元整。預售屋、或土地及建物分件登記案
關埔重劃區,113S3,2020-05-20,介壽一路,RPUPNLPKLHJGFAO76DA,介壽一路２６號,新竹市新竹市介壽一路２６號二十六樓之３,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,二十六層/二十六層,3房2廳3衛,61.7,1920,34.4,-3.8,2024-03-05,坡道平面,預售屋權利轉售，讓渡日期：112年08月04日，權利買賣契約成交價格新台幣1920萬元整。預售屋、或土地及建物分件登記案
關埔重劃區,113S2,2020-05-21,介壽一路,RPTPNLPKLHJGFAO66DA,介壽一路２６號,新竹市新竹市介壽一路２６號二十五樓之３,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,二十五層/二十六層,3房2廳3衛,61.7,1888,34.3,-3.8,2024-03-05,坡道平面,預售屋、或土地及建物分件登記案件；
關埔重劃區,113S2,2020-05-21,介壽一路,RPPQNLPKLHJGFAO98DA,介壽一路２２號,新竹市新竹市介壽一路２２號六樓之１,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,六層/二十六層,3房2廳2衛,52.4,1746,35.7,-3.8,2024-03-05,坡道平面,預售屋權利轉售，讓渡日期：110年11月17日，權利買賣契約成交價格新台幣2600萬元整。預售屋、或土地及建物分件登記案
