區域,季別,成交日,編號,路段,建案名稱,棟及號,門牌,樓層,坪數,總價萬,單價萬每坪
公道五沿線,113S2,2024-04-13,RPTNMLQJNHJGFAO56CB,千甲路,X計畫+,B棟10號,新竹市新竹市千甲路294巷,十層/11,38.0,1925,54.4
公道五沿線,113S2,2024-04-21,RPRNMLMLMHJGFAO68CB,千甲路,X計畫+,B棟3號,新竹市新竹市千甲路294巷,三層/11,37.4,1841,51.7
公道五沿線,113S2,2024-04-22,RPSNMLMLMHJGFAO78CB,千甲路,X計畫+,C棟10號,新竹市新竹市千甲路294巷,十層/11,37.9,1900,54.0
公道五沿線,113S2,2024-04-23,RPTNMLPLMHJGFAO56CB,千甲路,X計畫+,A棟2號,新竹市新竹市千甲路294巷,二層/11,37.8,1882,53.1
公道五沿線,113S2,2024-04-28,RPUNMLQJNHJGFAO66CB,千甲路,X計畫+,A棟3號,新竹市新竹市千甲路294巷,三層/11,37.8,1812,51.0
公道五沿線,113S2,2024-05-04,RPQNMLNKNHJGFAO68CB,千甲路,X計畫+,C棟3號,新竹市新竹市千甲路294巷,三層/11,37.9,1830,51.3
公道五沿線,113S2,2024-05-05,RPPNMLNKNHJGFAO58CB,千甲路,X計畫+,C棟2號,新竹市新竹市千甲路294巷,二層/11,37.9,1920,54.2
公道五沿線,113S2,2024-05-07,RPRNMLNKNHJGFAO78CB,千甲路,X計畫+,B棟2號,新竹市新竹市千甲路294巷,二層/11,37.4,1905,53.7
公道五沿線,114S2,2025-04-18,RPPNMLQKNHKGFAO09DB,千甲路,聖淘沙,2棟A1號,新竹市新竹市千甲路,二層/5,41.0,1900,45.8
公道五沿線,114S2,2025-04-28,RPPNMLTKNHKGFAO76DB,千甲路,聖淘沙,5棟A1號,新竹市新竹市千甲路,五層/5,41.0,1900,45.8
公道五沿線,114S2,2025-04-29,RPQNMLQKNHKGFAO56DB,千甲路,聖淘沙,4棟A2號,新竹市新竹市千甲路,四層/5,15.1,750,49.7
公道五沿線,114S2,2025-04-29,RPPNMLMLNHKGFAO78DB,千甲路,聖淘沙,2棟A2號,新竹市新竹市千甲路,二層/5,15.1,750,49.7
公道五沿線,114S2,2025-05-06,RPRNMLQKNHKGFAO66DB,千甲路,聖淘沙,3棟A3號,新竹市新竹市千甲路,三層/5,40.5,1980,48.8
公道五沿線,114S3,2025-08-05,RPPNMLTJQHKGFAO96DB,千甲路,聖淘沙,3棟A2號,新竹市新竹市千甲路,三層/5,15.1,750,49.7
公道五沿線,114S4,2025-09-02,RPPNMLQJRHKGFAO76DB,千甲路,聖淘沙,4棟A4號,新竹市新竹市千甲路,四層/5,41.0,2152,52.8
公道五沿線,114S4,2025-09-30,RPQNMLLKIIKGFAO28DB,千甲路,聖淘沙,3棟A1號,新竹市新竹市千甲路,三層/5,41.0,2250,55.5
公道五沿線,115S2,2026-03-21,RPPNMLMKMHLGFAO68DB,千甲路,聖淘沙,5棟A2號,新竹市新竹市千甲路,五層/5,15.1,750,49.7
關埔重劃區,113S2,2024-02-24,RPPNMLNJLHJGFAO28CB,關新路,豐邑一綻,E棟5號,新竹市新竹市關新路216號旁,五層/24,46.0,2988,76.4
關埔重劃區,113S2,2024-02-26,RPQNMLNJLHJGFAO38CB,關新路,豐邑一綻,B棟22號,新竹市新竹市關新路216號旁,二十二層/24,37.0,2498,83.1
關埔重劃區,113S2,2024-03-05,RPQNMLPKLHJGFAO68CB,關新路,豐邑一綻,G棟20號,新竹市新竹市關新路216號旁,二十層/24,43.1,2952,82.0
關埔重劃區,113S2,2024-03-14,RPRNMLPKLHJGFAO78CB,關新路,豐邑一綻,F棟21號,新竹市新竹市關新路216號旁,二十一層/24,44.4,3073,81.3
關埔重劃區,113S2,2024-03-23,RPSOMLMJMHJGFAO68CB,關新路,豐邑一綻,A棟14號,新竹市新竹市關新路216號旁,十四層/24,46.4,3170,80.6
關埔重劃區,113S2,2024-03-27,RPTOMLMJMHJGFAO78CB,關新路,豐邑一綻,G棟21號,新竹市新竹市關新路216號旁,二十一層/24,43.1,2962,82.3
關埔重劃區,113S2,2024-04-06,RPPNMLNKMHJGFAO48CB,關新路,豐邑一綻,G棟22號,新竹市新竹市關新路216號旁,二十二層/24,43.1,2980,82.9
關埔重劃區,113S2,2024-04-11,RPRNMLTKMHJGFAO66CB,關新路,豐邑一綻,C棟4號,新竹市新竹市關新路216號旁,四層/24,51.1,3400,77.0
關埔重劃區,113S2,2024-04-20,RPPNMLMLMHJGFAO48CB,關新路,豐邑一綻,F棟24號,新竹市新竹市關新路216號旁,二十四層/24,44.4,3180,84.4
關埔重劃區,113S2,2024-04-20,RPQNMLMLMHJGFAO58CB,關新路,豐邑一綻,F棟4號,新竹市新竹市關新路216號旁,四層/24,44.4,2865,76.4
關埔重劃區,113S2,2024-04-22,RPRNMLKMMHJGFAO58CB,關新路,豐邑一綻,G棟23號,新竹市新竹市關新路216號旁,二十三層/24,43.1,2985,82.4
關埔重劃區,113S2,2024-04-27,RPRNMLQJNHJGFAO98CB,關新路,豐邑一綻,E棟23號,新竹市新竹市關新路216號旁,二十三層/24,46.0,3255,82.8
關埔重劃區,113S2,2024-04-29,RPSNMLQJNHJGFAO09CB,關新路,豐邑一綻,G棟19號,新竹市新竹市關新路216號旁,十九層/24,43.1,2952,82.0
關埔重劃區,113S2,2024-05-06,RPQNMLSKNHJGFAO56CB,關新路,豐邑一綻,A棟13號,新竹市新竹市關新路216號旁,十三層/24,46.4,3180,80.4
關埔重劃區,113S2,2024-05-06,RPRNMLSKNHJGFAO66CB,關新路,豐邑一綻,A棟19號,新竹市新竹市關新路216號旁,十九層/24,46.4,3260,82.0
關埔重劃區,113S2,2024-05-06,RPSNMLSKNHJGFAO76CB,關新路,豐邑一綻,A棟21號,新竹市新竹市關新路216號旁,二十一層/24,46.6,3300,82.8
關埔重劃區,113S2,2024-05-06,RPTNMLSKNHJGFAO86CB,關新路,豐邑一綻,A棟22號,新竹市新竹市關新路216號旁,二十二層/24,46.4,3320,83.1
關埔重劃區,113S3,2024-05-13,RPOOMLSKNHJGFAO09CB,關新路,豐邑一綻,A棟3號,新竹市新竹市關新路216號旁,三層/24,46.2,3038,77.5
關埔重劃區,113S3,2024-05-14,RPVNMLSKNHJGFAO07CB,關新路,豐邑一綻,E棟3號,新竹市新竹市關新路216號旁,三層/24,46.0,3030,77.6
關埔重劃區,113S3,2024-05-20,RPSNMLLJOHJGFAO68CB,關新路,豐邑一綻,A棟23號,新竹市新竹市關新路216號旁,二十三層/24,46.4,3340,83.7
關埔重劃區,113S3,2024-05-22,RPTNMLLJOHJGFAO78CB,關新路,豐邑一綻,F棟3號,新竹市新竹市關新路216號旁,三層/24,44.4,3180,83.8
關埔重劃區,113S3,2024-05-24,RPUNMLLJOHJGFAO88CB,關新路,豐邑一綻,C棟12號,新竹市新竹市關新路216號旁,十二層/24,51.1,3600,80.9
關埔重劃區,113S3,2024-05-31,RPVNMLLJOHJGFAO98CB,關新路,豐邑一綻,C棟3號,新竹市新竹市關新路216號旁,三層/24,50.9,3418,76.9
關埔重劃區,113S3,2024-06-26,RPRNMLQKPHJGFAO66CB,關新路,豐邑一綻,C棟16號,新竹市新竹市關新路216號旁,十六層/24,51.1,3700,82.9
關埔重劃區,113S3,2024-07-06,RPSNMLQKPHJGFAO76CB,關新路,豐邑一綻,G棟4號,新竹市新竹市關新路216號旁,四層/24,43.1,3090,86.2
關埔重劃區,113S3,2024-07-22,RPTNMLSJQHJGFAO07CB,關新路,豐邑一綻,E棟4號,新竹市新竹市關新路216號旁,四層/24,46.0,3277,83.4
關埔重劃區,113S4,2024-08-13,RPPNMLKLQHJGFAO68CB,關新路,豐邑一綻,C棟23號,新竹市新竹市關新路216號旁,二十三層/24,51.1,3820,85.8
關埔重劃區,113S4,2024-08-16,RPQNMLKLQHJGFAO78CB,關新路,豐邑一綻,C棟22號,新竹市新竹市關新路216號旁,二十二層/24,51.1,3688,83.1
高鐵特區,113S2,2024-02-18,RPUNMLSKLHJGFBJ98CB,六家五路二段,六家．厚居,B棟2號,新竹縣竹北市六家五路二段117號旁,二層/5,25.7,1680,65.5
高鐵特區,113S2,2024-02-27,RPTNMLOJLHJGFBJ38CB,隘口一街,鴻磬,E-12F號,新竹縣竹北市隘口一街,十二層/12,67.3,4767,86.2
高鐵特區,113S2,2024-03-01,RPPNMLKKLHJGFBJ67CB,六家一路,浩瀚 豐邑之森,B棟9F號,新竹縣竹北市六家一路,九層/17,64.1,3956,71.3
高鐵特區,113S2,2024-03-02,RPPNMLNKLHJGFBJ97CB,勝利十二街、莊敬三路交叉,森之樹,B5棟8號,新竹縣竹北市勝利十二街、莊敬三路交叉口,八層/22,45.3,3240,79.0
高鐵特區,113S2,2024-03-05,RPPNMLPJLHJGFBJ18DB,高鐵二路,十澗,A棟5F號,新竹縣竹北市高鐵二路,五層/6,50.4,3050,66.0
高鐵特區,113S2,2024-03-07,RPSNMLMLLHJGFBJ28CB,莊敬段593號,上德逸,A棟3F號,新竹縣竹北市莊敬段593號,三層/20,95.0,4756,60.7
高鐵特區,113S2,2024-03-08,RPPNMLLKLHJGFBJ77CB,嘉豐南路二段,馥御,A棟9F號,新竹縣竹北市嘉豐南路二段11號旁,九層/10,61.9,3745,84.2
高鐵特區,113S2,2024-03-09,RPQNMLLKLHJGFBJ87CB,嘉豐南路二段,馥御,C棟7F號,新竹縣竹北市嘉豐南路二段11號旁,七層/10,61.8,3524,79.4
高鐵特區,113S2,2024-03-10,RPRNMLNKLHJGFBJ18CB,新竹縣竹北市高鐵九路,小日山青,A棟4F號,新竹縣竹北市新竹縣竹北市高鐵九路,四層/7,52.6,2986,63.6
高鐵特區,113S2,2024-03-13,RPQNMLNKLHJGFBJ08CB,勝利十二街、莊敬三路交叉,森之樹,B2棟5號,新竹縣竹北市勝利十二街、莊敬三路交叉口,五層/22,46.0,3170,76.7
高鐵特區,113S2,2024-03-20,RPQOMLSLLHJGFBJ78CB,勝利十二街、莊敬三路交叉,森之樹,B7棟9號,新竹縣竹北市勝利十二街、莊敬三路交叉口,九層/22,42.0,2937,78.6
高鐵特區,113S2,2024-03-20,RPROMLSLLHJGFBJ88CB,勝利十二街、莊敬三路交叉,森之樹,B6棟10號,新竹縣竹北市勝利十二街、莊敬三路交叉口,十層/22,45.3,3239,79.1
高鐵特區,113S2,2024-03-21,RPPNMLRLLHJGFBJ48CB,高鐵九路,小日山青,B棟4F號,新竹縣竹北市高鐵九路,四層/7,52.8,3010,63.6
高鐵特區,113S2,2024-03-23,RPOOMLSLLHJGFBJ58CB,隘口一街,鴻磬,D-07F號,新竹縣竹北市隘口一街,七層/12,67.3,4648,84.6
高鐵特區,113S2,2024-03-24,RPSOMLSLLHJGFBJ98CB,勝利十二街、莊敬三路交叉,森之樹,B3棟9號,新竹縣竹北市勝利十二街、莊敬三路交叉口,九層/22,42.5,2973,78.5
高鐵特區,113S2,2024-03-29,RPRNMLTJMHJGFBJ78CB,勝利十二街、莊敬三路交叉,森之樹,B1棟3號,新竹縣竹北市勝利十二街、莊敬三路交叉口,三層/22,47.6,3280,76.3
高鐵特區,113S2,2024-04-01,RPSNMLTJMHJGFBJ88CB,勝利十二街、莊敬三路交叉,森之樹,B3棟10號,新竹縣竹北市勝利十二街、莊敬三路交叉口,十層/22,42.5,3000,79.2
高鐵特區,113S2,2024-04-03,RPPNMLTJMHJGFBJ68DB,高鐵二路,十澗,B棟5F號,新竹縣竹北市高鐵二路,五層/6,45.9,2930,65.8
高鐵特區,113S2,2024-04-04,RPQNMLTJMHJGFBJ78DB,高鐵二路,十澗,A棟3F號,新竹縣竹北市高鐵二路,三層/6,45.8,2870,64.5
高鐵特區,113S2,2024-04-05,RPTNMLTJMHJGFBJ98CB,勝利十二街、莊敬三路交叉,森之樹,A7棟4號,新竹縣竹北市勝利十二街、莊敬三路交叉口,四層/22,42.5,2899,76.1
高鐵特區,113S2,2024-04-07,RPPNMLKKMHJGFBJ87DB,嘉豐一街,創薪匠之耀,A棟2樓號,新竹縣竹北市嘉豐一街89號隔壁,二層/5,36.8,2222,61.4
高鐵特區,113S2,2024-04-11,RPROMLMLMHJGFBJ38CB,勝利十二街、莊敬三路交叉,森之樹,A2棟8號,新竹縣竹北市勝利十二街、莊敬三路交叉口,八層/22,55.6,3605,78.7
高鐵特區,113S2,2024-04-12,RPXNMLMKMHJGFBJ78CB,六家一路,浩瀚 豐邑之森,D棟17F號,新竹縣竹北市六家一路,十七層/17,54.3,3770,83.4
高鐵特區,113S2,2024-04-14,RPSOMLMLMHJGFBJ48CB,勝利十二街、莊敬三路交叉,森之樹,A7棟6號,新竹縣竹北市勝利十二街、莊敬三路交叉口,六層/22,42.5,2950,77.7
高鐵特區,113S2,2024-04-15,RPPNMLOLMHJGFBJ28CB,六家一路,浩瀚 豐邑之森,B棟8號,新竹縣竹北市六家一路,八層/17,64.1,3970,71.1
高鐵特區,113S2,2024-04-16,RPPNMLSKMHJGFBJ58CB,嘉豐南路二段,馥御,B棟5F號,新竹縣竹北市嘉豐南路二段11號旁,五層/10,66.7,3894,78.8
高鐵特區,113S2,2024-04-24,RPVNMLRJNHJGFBJ09CB,勝利十二街、莊敬三路交叉,森之樹,B7棟5號,新竹縣竹北市勝利十二街、莊敬三路交叉口,五層/22,42.0,2930,78.4
高鐵特區,113S2,2024-04-25,RPUNMLSLMHJGFBJ56CB,六家一路,浩瀚 豐邑之森,B棟10號,新竹縣竹北市六家一路,十層/17,64.1,3966,70.6
高鐵特區,113S2,2024-04-25,RPVNMLSLMHJGFBJ66CB,六家一路,浩瀚 豐邑之森,D棟16號,新竹縣竹北市六家一路,十六層/17,54.3,3790,83.3
高鐵特區,113S2,2024-04-27,RPWNMLRJNHJGFBJ56CB,勝利十二街、莊敬三路交叉,森之樹,A7棟7號,新竹縣竹北市勝利十二街、莊敬三路交叉口,七層/22,42.5,2995,78.0
高鐵特區,113S2,2024-04-27,RPXNMLRJNHJGFBJ66CB,勝利十二街、莊敬三路交叉,森之樹,A7棟8號,新竹縣竹北市勝利十二街、莊敬三路交叉口,八層/22,42.5,2993,78.8
高鐵特區,113S2,2024-04-27,RPOOMLRJNHJGFBJ48CB,勝利十二街、莊敬三路交叉,森之樹,A7棟9號,新竹縣竹北市勝利十二街、莊敬三路交叉口,九層/22,42.5,2999,79.1
高鐵特區,113S2,2024-04-28,RPPNMLNJNHJGFBJ08CB,嘉豐南路二段,馥御,A棟7F號,新竹縣竹北市嘉豐南路二段11號旁,七層/10,61.6,3636,82.4
高鐵特區,113S2,2024-05-01,RPPNMLQJNHJGFBJ38CB,隘口一街,鴻磬,A-06F號,新竹縣竹北市隘口一街,六層/13,67.3,4743,85.7
高鐵特區,113S2,2024-05-02,RPROMLRJNHJGFBJ78CB,勝利十二街、莊敬三路交叉,森之樹,B7棟3號,新竹縣竹北市勝利十二街、莊敬三路交叉口,三層/22,42.0,2860,76.3
高鐵特區,113S2,2024-05-03,RPUNMLLJOHJGFBJ48CB,高鐵二路與隘口一街口,合石MOON RIVER,C棟5號,新竹縣竹北市高鐵二路與隘口一街口,五層/14,71.3,5045,82.3
高鐵特區,113S2,2024-05-04,RPSOMLRJNHJGFBJ88CB,勝利十二街、莊敬三路交叉,森之樹,B7棟4號,新竹縣竹北市勝利十二街、莊敬三路交叉口,四層/22,42.0,2936,77.8
高鐵特區,113S2,2024-05-04,RPQOMLMJOHJGFBJ28CB,高鐵二路與隘口一街口,合石MOON RIVER,B棟5號,新竹縣竹北市高鐵二路與隘口一街口,五層/14,77.5,4928,81.6
高鐵特區,113S2,2024-05-04,RPROMLMJOHJGFBJ38CB,高鐵二路與隘口一街口,合石MOON RIVER,B棟13號,新竹縣竹北市高鐵二路與隘口一街口,十三層/14,78.5,5173,85.6
高鐵特區,113S2,2024-05-05,RPUNMLNJOHJGFBJ68CB,高鐵二路與隘口一街口,合石MOON RIVER,B棟3號,新竹縣竹北市高鐵二路與隘口一街口,三層/14,67.4,4645,80.8
高鐵特區,113S2,2024-05-05,RPVOMLNJOHJGFBJ88CB,高鐵二路與隘口一街口,合石MOON RIVER,C棟9號,新竹縣竹北市高鐵二路與隘口一街口,九層/14,81.3,5390,85.8
高鐵特區,113S2,2024-05-05,RPWOMLNJOHJGFBJ98CB,高鐵二路與隘口一街口,合石MOON RIVER,C棟7號,新竹縣竹北市高鐵二路與隘口一街口,七層/14,82.3,5372,83.3
高鐵特區,113S2,2024-05-06,RPSNMLQKNHJGFBJ78CB,六家一路,浩瀚 豐邑之森,C棟15號,新竹縣竹北市六家一路,十五層/17,54.3,3888,86.2
高鐵特區,113S2,2024-05-08,RPQNMLSJNHJGFBJ78DB,高鐵二路,十澗,B棟3F號,新竹縣竹北市高鐵二路,三層/6,45.9,2870,64.4
高鐵特區,113S2,2024-05-08,RPUOMLNJOHJGFBJ78CB,高鐵二路與隘口一街口,合石MOON RIVER,C棟13號,新竹縣竹北市高鐵二路與隘口一街口,十三層/14,81.3,5506,86.0
高鐵特區,113S2,2024-05-09,RPPPMLNJOHJGFBJ38CB,高鐵二路與隘口一街口,合石MOON RIVER,C棟11號,新竹縣竹北市高鐵二路與隘口一街口,十一層/14,81.3,5458,85.3
高鐵特區,113S2,2024-05-09,RPRPMLNJOHJGFBJ58CB,高鐵二路與隘口一街口,合石MOON RIVER,C棟10號,新竹縣竹北市高鐵二路與隘口一街口,十層/14,81.3,5449,84.8
高鐵特區,113S2,2024-05-09,RPSNMLRJOHJGFBJ88CB,隘口六街,大理．富築,A棟5號,新竹縣竹北市隘口六街,五層/5,41.2,2000,48.0
高鐵特區,113S2,2024-05-10,RPXOMLNJOHJGFBJ09CB,高鐵二路與隘口一街口,合石MOON RIVER,C棟12號,新竹縣竹北市高鐵二路與隘口一街口,十二層/14,82.3,5497,85.8
高鐵特區,113S3,2024-05-11,RPQNMLQLNHJGFBJ68CB,勝利十二街、莊敬三路交叉,森之樹,A3棟8號,新竹縣竹北市勝利十二街、莊敬三路交叉口,八層/22,42.0,2950,78.8
高鐵特區,113S3,2024-05-11,RPRNMLQLNHJGFBJ78CB,勝利十二街、莊敬三路交叉,森之樹,B7棟6號,新竹縣竹北市勝利十二街、莊敬三路交叉口,六層/22,42.0,2960,79.3
高鐵特區,113S3,2024-05-11,RPOPMLNJOHJGFBJ28CB,高鐵二路與隘口一街口,合石MOON RIVER,C棟8號,新竹縣竹北市高鐵二路與隘口一街口,八層/14,82.3,5381,83.8
高鐵特區,113S3,2024-05-11,RPSPMLNJOHJGFBJ68CB,高鐵二路與隘口一街口,合石MOON RIVER,A棟14號,新竹縣竹北市高鐵二路與隘口一街口,十四層/14,76.4,4948,85.2
高鐵特區,113S3,2024-05-12,RPPNMLOKNHJGFBJ38DB,嘉豐一街,創薪匠之耀,B棟2樓號,新竹縣竹北市嘉豐一街89號隔壁,二層/5,31.9,2028,65.3
高鐵特區,113S3,2024-05-12,RPTNMLQLNHJGFBJ98CB,勝利十二街、莊敬三路交叉,森之樹,A7棟3號,新竹縣竹北市勝利十二街、莊敬三路交叉口,三層/22,42.5,2955,78.0
高鐵特區,113S3,2024-05-13,RPOOMLOKNHJGFBJ28CB,高鐵九路,小日山青,A棟3F號,新竹縣竹北市高鐵九路,三層/7,52.6,2985,63.2
高鐵特區,113S3,2024-05-13,RPPNMLQKNHJGFBJ48CB,嘉豐南路二段,馥御,C棟6F號,新竹縣竹北市嘉豐南路二段11號旁,六層/10,50.0,3251,78.5
高鐵特區,113S3,2024-05-13,RPQPMLNJOHJGFBJ48CB,高鐵二路與隘口一街口,合石MOON RIVER,C棟14號,新竹縣竹北市高鐵二路與隘口一街口,十四層/14,82.3,5574,86.8
高鐵特區,113S3,2024-05-13,RPTPMLNJOHJGFBJ78CB,高鐵二路與隘口一街口,合石MOON RIVER,B棟14號,新竹縣竹北市高鐵二路與隘口一街口,十四層/14,81.4,5201,86.1
高鐵特區,113S3,2024-05-16,RPUPMLNJOHJGFBJ88CB,高鐵二路與隘口一街口,合石MOON RIVER,C棟6號,新竹縣竹北市高鐵二路與隘口一街口,六層/14,82.3,5293,82.5
高鐵特區,113S3,2024-05-18,RPVNMLLLNHJGFBJ68CB,六家一路,浩瀚 豐邑之森,B棟11F號,新竹縣竹北市六家一路,十一層/17,64.1,3970,71.5
高鐵特區,113S3,2024-05-21,RPTNMLQKOHJGFBJ98CB,高鐵二路與隘口一街口,合石MOON RIVER,B棟12號,新竹縣竹北市高鐵二路與隘口一街口,十二層/14,83.4,5147,84.7
高鐵特區,113S3,2024-05-22,RPPNMLKMNHJGFBJ18DB,高鐵二路,十澗,B棟6F號,新竹縣竹北市高鐵二路,六層/6,45.9,2938,66.0
高鐵特區,113S3,2024-05-22,RPXNMLQKOHJGFBJ76CB,高鐵二路與隘口一街口,合石MOON RIVER,C棟3號,新竹縣竹北市高鐵二路與隘口一街口,三層/14,70.0,4958,81.2
高鐵特區,113S3,2024-05-22,RPVNMLKLOHJGFBJ68CB,高鐵二路與隘口一街口,合石MOON RIVER,B棟10號,新竹縣竹北市高鐵二路與隘口一街口,十層/14,77.5,5083,84.1
高鐵特區,113S3,2024-05-23,RPOOMLQKOHJGFBJ58CB,高鐵二路與隘口一街口,合石MOON RIVER,C棟4號,新竹縣竹北市高鐵二路與隘口一街口,四層/14,81.3,5276,81.8
高鐵特區,113S3,2024-05-24,RPSNMLQKOHJGFBJ88CB,高鐵二路與隘口一街口,合石MOON RIVER,B棟11號,新竹縣竹北市高鐵二路與隘口一街口,十一層/14,67.7,4845,86.2
高鐵特區,113S3,2024-05-25,RPVNMLQKOHJGFBJ56CB,高鐵二路與隘口一街口,合石MOON RIVER,B棟8號,新竹縣竹北市高鐵二路與隘口一街口,八層/14,66.2,4759,83.1
高鐵特區,113S3,2024-05-26,RPPNMLKMNHJGFBJ08CB,嘉豐南路二段,馥御,C棟3F號,新竹縣竹北市嘉豐南路二段11號旁,三層/10,50.0,3162,76.3
高鐵特區,113S3,2024-05-27,RPQNMLSLNHJGFBJ88CB,六家一路,浩瀚 豐邑之森,A棟2F號,新竹縣竹北市六家一路,二層/17,64.1,3908,70.4
高鐵特區,113S3,2024-05-28,RPQNMLLMNHJGFBJ28CB,六家一路,浩瀚 豐邑之森,A棟8F號,新竹縣竹北市六家一路,八層/17,64.1,3967,71.5
高鐵特區,113S3,2024-05-31,RPTNMLOJOHJGFBJ68CB,嘉豐南路二段,馥御,A棟5F號,新竹縣竹北市嘉豐南路二段11號旁,五層/10,50.1,3316,80.0
高鐵特區,113S3,2024-05-31,RPVNMLOJOHJGFBJ88CB,嘉豐南路二段,馥御,A棟8F號,新竹縣竹北市嘉豐南路二段11號旁,八層/10,50.1,3427,83.3
高鐵特區,113S3,2024-05-31,RPWNMLOJOHJGFBJ98CB,嘉豐南路二段,馥御,A棟10F號,新竹縣竹北市嘉豐南路二段11號旁,十層/10,50.1,3465,83.9
高鐵特區,113S3,2024-05-31,RPXNMLOJOHJGFBJ09CB,嘉豐南路二段,馥御,B棟9F號,新竹縣竹北市嘉豐南路二段11號旁,九層/10,54.9,3884,84.3
高鐵特區,113S3,2024-05-31,RPOOMLOJOHJGFBJ28CB,嘉豐南路二段,馥御,B棟8F號,新竹縣竹北市嘉豐南路二段11號旁,八層/10,54.9,3854,83.5
高鐵特區,113S3,2024-05-31,RPWNMLQKOHJGFBJ66CB,高鐵二路與隘口一街口,合石MOON RIVER,B棟7號,新竹縣竹北市高鐵二路與隘口一街口,七層/14,77.5,4982,82.6
高鐵特區,113S3,2024-05-31,RPQOMLQKOHJGFBJ78CB,高鐵二路與隘口一街口,合石MOON RIVER,A棟8號,新竹縣竹北市高鐵二路與隘口一街口,八層/14,64.1,4553,82.6
高鐵特區,113S3,2024-06-01,RPUNMLQKOHJGFBJ09CB,高鐵二路與隘口一街口,合石MOON RIVER,B棟9號,新竹縣竹北市高鐵二路與隘口一街口,九層/14,78.5,5066,83.6
高鐵特區,113S3,2024-06-01,RPROMLQKOHJGFBJ88CB,高鐵二路與隘口一街口,合石MOON RIVER,A棟3號,新竹縣竹北市高鐵二路與隘口一街口,三層/14,64.1,4438,80.4
高鐵特區,113S3,2024-06-02,RPQNMLPJOHJGFBJ48CB,嘉豐南路二段,馥御,B棟10F號,新竹縣竹北市嘉豐南路二段11號旁,十層/10,54.9,3924,85.0
高鐵特區,113S3,2024-06-02,RPSNMLSKOHJGFBJ09CB,勝利十二街、莊敬三路交叉,森之樹,A3棟6號,新竹縣竹北市勝利十二街、莊敬三路交叉口,六層/22,42.0,2968,79.5
高鐵特區,113S3,2024-06-03,RPRNMLPJOHJGFBJ58CB,嘉豐南路二段,馥御,C棟5F號,新竹縣竹北市嘉豐南路二段11號旁,五層/10,50.0,3282,79.3
高鐵特區,113S3,2024-06-03,RPSNMLPJOHJGFBJ68CB,嘉豐南路二段,馥御,C棟8F號,新竹縣竹北市嘉豐南路二段11號旁,八層/10,50.0,3377,81.8
高鐵特區,113S3,2024-06-04,RPSOMLQKOHJGFBJ98CB,高鐵二路與隘口一街口,合石MOON RIVER,B棟6號,新竹縣竹北市高鐵二路與隘口一街口,六層/14,77.5,4925,81.7
高鐵特區,113S3,2024-06-05,RPQNMLKMOHJGFBJ28CB,高鐵二路與隘口一街口,合石MOON RIVER,A棟5號,新竹縣竹北市高鐵二路與隘口一街口,五層/14,75.4,4735,81.1
高鐵特區,113S3,2024-06-06,RPPNMLLKOHJGFBJ08CB,嘉豐南路二段,馥御,A棟6F號,新竹縣竹北市嘉豐南路二段11號旁,六層/10,50.1,3425,82.9
高鐵特區,113S3,2024-06-07,RPQNMLLKOHJGFBJ18CB,嘉豐南路二段,馥御,C棟9F號,新竹縣竹北市嘉豐南路二段11號旁,九層/10,50.0,3411,82.7
高鐵特區,113S3,2024-06-07,RPRNMLLKOHJGFBJ28CB,嘉豐南路二段,馥御,C棟10F號,新竹縣竹北市嘉豐南路二段11號旁,十層/10,50.0,3400,82.4
高鐵特區,113S3,2024-06-07,RPWNMLKMOHJGFBJ88CB,高鐵二路與隘口一街口,合石MOON RIVER,A棟13號,新竹縣竹北市高鐵二路與隘口一街口,十三層/14,64.1,4672,84.9
高鐵特區,113S3,2024-06-08,RPRNMLKMOHJGFBJ38CB,高鐵二路與隘口一街口,合石MOON RIVER,A棟6號,新竹縣竹北市高鐵二路與隘口一街口,六層/14,64.1,4501,81.6
高鐵特區,113S3,2024-06-09,RPSNMLLKOHJGFBJ38CB,嘉豐南路二段,馥御,C棟4F號,新竹縣竹北市嘉豐南路二段11號旁,四層/10,50.0,3292,79.7
高鐵特區,113S3,2024-06-09,RPTOMLQKOHJGFBJ09CB,高鐵二路與隘口一街口,合石MOON RIVER,B棟4號,新竹縣竹北市高鐵二路與隘口一街口,四層/14,66.2,4631,80.7
高鐵特區,113S3,2024-06-09,RPUOMLQKOHJGFBJ56CB,高鐵二路與隘口一街口,合石MOON RIVER,A棟12號,新竹縣竹北市高鐵二路與隘口一街口,十二層/14,65.6,4672,84.6
高鐵特區,113S3,2024-06-10,RPPNMLSJPHJGFBJ78CB,高鐵九路,小日山青,B棟3F號,新竹縣竹北市高鐵九路,三層/7,52.8,3240,68.1
高鐵特區,113S3,2024-06-13,RPSNMLLKPHJGFBJ48CB,六家五路一段,庫勒修,B棟10號,新竹縣竹北市六家五路一段,十層/11,50.0,3300,76.3
